ID,DATE,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,V_11,V_12,V_13,SOT,LAT,LON,POWER
28,2019/5/24,0.270347,-2.972585,681.3324585,299.4410095,0.4603,99.47275,0.811238927,41,35.54999924,13,0.513467,1.566342211,335.1983433,1750A,41.1442,123.0485,32.66666667
29,2019/1/6,0.1888125,-0.417906,303.6138916,273.3708801,0.1498,102.4445469,0.758312116,20,9.989999771,13,0.00875,1.346339782,54.45859531,1315A,36.2403,120.4001,41.25
30,2019/9/30,0.335939,-2.061343,520.6496582,297.592804,0.7191,100.6440859,0.830222778,9,12.97000027,11,3.253459,6.467161939,1.636165379,2315A,30.6539,117.4974,54.2173913
31,2019/7/27,0.474411,-5.118369,551.4125977,305.178009,0.3996,99.67651563,0.855150321,33,13.52000046,12,0.172643,1.728591902,293.4443682,2449A,29.8539,114.2894,9.541666667
32,2019/4/17,0.338672,-3.093938,397.347168,295.1243591,0.3315,100.3695703,0.824172625,39,7.75,12,0.0205,1.461758908,354.0372949,1848A,29.4251,113.1493,32.375
33,2019/9/18,0.105152331,-2.276888,843.1173096,291.4387512,0.2328,101.8607656,0.799664045,23,15.59000015,13,0.0241,1.321170409,253.4180349,3057A,37.4014,121.5992,7.454545455
34,2019/5/28,0.696695,-3.851217,615.123291,294.723175,0.2754,101.2697188,0.824428885,16,24.71999931,13,0.574893,3.241065027,268.2143903,1295A,28.6425,115.892,9.25
35,2019/2/9,0.251216,-0.0342,411.84375,259.3654785,0.1909,99.36258594,0.702892107,258,51.02999878,13,0.0135,1.554712367,324.7520848,2228A,42.8953,125.1567,46.83333333
36,2019/6/24,0.224797,-4.168634,673.7730103,297.7623291,0.3611,98.50310938,0.823753313,184,8.829999924,12,0.16123,3.14380168,345.5407025,2868A,43.95305556,126.4738889,16.375
37,2019/7/15,0.111984831,-0.865294,918.7479248,299.5957336,0.3317,92.98914063,0.814063808,549,21.29999924,11,0,3.653514719,60.60948315,2706A,46.7432,82.9994,5.166666667
38,2019/2/7,0.796297648,-1.442073,421.6296082,287.0951233,0.2406,97.8511875,0.804269758,295,14.61999989,12,0.0168,2.557899648,63.60236617,1896A,28.8833,105.4322,76.58333333
39,2019/8/7,0.468945,-3.937799,779.2398071,305.4035034,0.2824,99.75607813,0.852534877,26,35.56000137,13,0.00233,2.044418456,278.9252909,1298A,28.6844,115.931,19.08695652
40,2019/10/30,0.2161425,-0.551551,313.0825195,282.4167175,0.3854,87.87692188,0.755947527,1226,26.12999916,10,0.000393,2.803796164,94.40893967,2682A,37.5002,105.1971,27.29166667
41,2019/3/13,0.071749,-0.317941,730.5595703,282.9072571,0.1691,101.9254297,0.747893241,23,25.31999969,13,0,1.082653575,25.02829322,1622A,37.4664,116.3061,24.95238095
42,2019/8/3,0.152828,-0.303794,1511.069458,307.886322,0.3418,95.8960625,0.803984462,291,20.12999916,13,0,1.193904802,212.5837897,1953A,45.6886,85.1186,12.52173913
43,2019/12/14,0.135519,-1.309329,513.5249634,284.8703003,0.313,82.26035156,0.792713885,1553,34.93999863,12,1.042849,0.551724474,76.64600994,2573A,27.8978,102.2625,28.83333333
44,2019/1/21,0.041686,-0.0145,410.6530457,267.6992798,0.1859,97.64536719,0.730193133,266,28.04999924,11,0.000391,1.901808941,342.5807655,3035A,46.0707,122.0931,24.41666667
45,2019/10/28,0.304357676,-0.397605,871.8386841,282.8921814,0.3132,101.2526406,0.754996338,35,27.62999916,13,0.0154,2.640183274,225.2180872,1038A,39.6407,118.1853,47.83333333
46,2019/9/21,0.235729,-1.943646,606.3856201,294.9918823,0.3456,101.3433906,0.811448277,34,16.06999969,13,0,2.290797722,89.95436099,3006A,34.1781,117.1694,39.6
47,2019/1/7,0.054075599,-0.0319,606.9932251,259.237915,0.2245,98.45678906,0.710339573,297,48.38000107,10,0.00118,1.885932713,349.2506721,2201A,46.0756,121.9462,25.66666667
48,2019/8/29,0.277635,-4.023145,380.9395142,296.8367615,0.559,100.5809297,0.826971087,32,26.53000069,13,0,1.298658028,33.49463841,2284A,33.9461,116.7844,27.04166667
49,2019/12/19,0.406086,-0.229018,296.5933533,271.5499573,0.2366,103.0806797,0.753981846,13,18.82999992,12,0.015,1.839526424,35.87522157,1629A,37.3617,118.0018,51.5
50,2019/1/26,0.166493,-0.694205,477.3601074,274.8728027,0.2384,103.0892422,0.771337455,9,5.309999943,13,0.000698,1.514974706,85.34166721,1231A,30.4183,120.301,25.04166667
51,2019/10/17,0.296766,-3.145498,503.2657166,298.2999878,0.3569,101.3425703,0.834914202,21,21.26000023,13,0.000534,1.357225697,209.7588419,1688A,21.6669,110.9067,37.13043478
52,2019/11/21,0.533626,-0.273984,280.891449,277.5641479,0.2421,91.25257813,0.775586722,790,22.18000031,12,0.0606,1.777262943,310.8314867,1089A,37.7778,112.4783,89.91304348
53,2019/8/2,0.381489,-2.484879,832.3799438,297.3401184,0.4541,88.24785156,0.827701242,964,43.90000153,11,0.000143,1.984252859,176.0061863,1927A,36.6028,109.4761,18.70833333
54,2019/4/17,0.246357338,-3.350982,344.375824,293.6355896,0.2926,100.1457344,0.824720197,54,36.33000183,10,0.370696,1.811698927,331.6029219,2370A,27.0983,115.0075,28.95833333
55,2019/12/10,0.099382669,-0.0599,399.8696899,267.3785095,0.1663,86.09502344,0.740239519,1466,35.43000031,13,0,0.820877531,7.044577396,1592A,39.8261,109.9486,16.16666667
56,2019/9/2,0.129142,-0.461875,730.826416,294.3211365,0.389,81.73704688,0.803223354,1525,23.69000053,11,0.000568,0.347401491,269.9384485,3201A,37.9325,102.6486,21.16666667
57,2019/9/16,0.088754331,-2.388838,402.2129822,292.5959778,0.3718,101.5312891,0.804709996,30,76.48000336,13,0.000291,0.732340494,119.5227528,1036A,39.6308,118.1662,22.47826087
58,2019/9/27,0.545469,-3.981181,447.6230469,297.7644348,0.1084,100.5953281,0.829251796,20,29.04000092,13,0.423366,1.031741029,268.963906,1703A,23.7106,113.0208,41.43478261
59,2019/1/7,0.225708,-0.0243,198.0010223,262.8864136,0.1218,85.452125,0.728507821,1660,55.63000107,10,0.00118,9.678148242,98.6505831,2206A,38.8516,105.724,32.75
60,2019/4/12,0.196556,-1.407909,1204.3573,293.6585999,0.2869,80.17630469,0.786431798,1780,74.95999908,13,5.285979,0.350968748,192.0412078,2606A,25.0492,101.538,19.875
61,2019/5/21,0.217812662,-1.039671,947.625061,296.9349365,0.2799,100.3726484,0.784080026,17,18.44000053,13,0.00139,2.016924806,208.8082134,1652A,36.7731,119.1939,31.41666667
62,2019/9/13,0.293122,-3.114365,586.117981,302.1729736,0.3587,99.00458594,0.844271938,135,15.07999992,13,0,1.89205667,34.69559532,2295A,29.7128,118.3057,26.125
63,2019/2/21,0.237854662,-0.1471,237.2471466,273.2826233,0.1223,101.5535234,0.761207799,108,31.61000061,13,0.00736,1.328046732,216.6125898,2018A,39.625,121.989,123.1
64,2019/9/18,0.366002,-1.473042,543.7943726,296.2018738,0.2924,101.8247656,0.82308524,30,28.92000008,13,0.000143,1.597537032,68.27627787,2301A,32.8928,115.8275,43
65,2019/9/29,0.234818,-1.688334,378.8080444,280.2340698,0.2514,61.47765625,0.784237148,3644,39.27000046,10,5.729596,0.993074621,297.4889965,1461A,29.6292,91.0834,4.333333333
66,2019/11/30,0.210221,-1.06232,297.9169922,289.0740356,0.2237,100.8315469,0.809769636,43,39.81999969,13,0.0108,0.848653952,288.605735,1697A,23.7586,114.6944,27.26086957
67,2019/11/8,0.214168662,-0.212362,272.4208069,283.7040405,0.2817,101.7746094,0.782721819,27,13.13000011,13,0.852316,1.428457707,258.3935425,1964A,36.39,120.47,29.16666667
68,2019/10/30,0.274598324,-0.582587,197.121582,289.2717896,0.2989,100.80925,0.78935573,57,26,13,0.000393,1.665148317,54.9836178,1049A,36.5776,114.5035,48.91666667
69,2019/6/30,0.121854,-1.743853,1087.440918,289.9841919,0.4592,88.40970313,0.795090506,908,0.629999995,10,1.867546,1.687871513,244.7586232,1061A,40.8725,114.904,9.833333333
70,2019/11/7,0.154953662,-0.364192,663.0879517,271.9827271,0.2492,99.64596094,0.741020769,211,64.48999786,13,0.0104,0.897143953,319.2885656,1128A,43.85,125.217,20.77272727
71,2019/9/7,0.49923575,-2.469047,354.9325562,296.598877,0.3858,94.44080469,0.8182741,460,15.5,13,0.45095,3.739932693,277.1762559,1733A,36.0783,111.5531,36.70833333
72,2019/10/17,0.466212,-1.181256,414.494873,289.3485107,0.1922,102.2363594,0.807259347,36,42.02999878,13,2.702525,1.905375897,207.2585586,1311A,36.1032,120.3664,67.70833333
73,2019/2/3,0.156472,-0.0116,752.7390747,267.2981262,0.1759,90.26339844,0.720853184,1041,56.49000168,10,2.746192,0.735553244,221.2682413,2196A,40.7378,107.3715,22.56521739
74,2019/8/7,0.3710125,-4.124847,755.9507446,302.6471558,0.4625,99.923625,0.849493408,14,40.47000122,13,0.00388,2.168530055,308.8027939,1229A,30.2897,120.157,35.77272727
75,2019/4/21,0.366002,-2.637672,460.1098938,294.8287354,0.5967,95.80366406,0.82196603,454,5.53000021,14,0.111161,2.09119662,112.6283766,2539A,30.0506,103.8986,13.5
76,2019/9/27,0.990037,-3.703231,474.0839844,298.9468079,0.3998,101.6660781,0.836946847,32,23.81999969,13,0.000324,0.818069504,47.27987782,1385A,22.5311,113.0219,44.17391304
77,2019/11/5,0.2002,-0.601951,693.8464355,271.3856812,0.1261,99.84321875,0.745057809,183,35.95999908,13,0.00667,1.221242358,27.32534128,2266A,46.6384,126.9934,17.29411765
78,2019/5/11,0.215687,-1.469385,739.0185547,287.71521,0.1822,88.29425781,0.792813372,1065,46.47000122,13,0,0.317894049,172.2971833,2923A,40.1114,113.2803,20.58333333
79,2019/8/16,0.623815,-4.521866,451.5173035,302.0396118,0.3482,98.36532031,0.847376883,62,31.59000015,13,3.55E-05,4.175325941,300.8220642,2994A,29.1128,119.6533,29.66666667
80,2019/5/31,0.2325405,-0.89843,1188.818115,298.0769043,0.3855,98.82446875,0.773444563,64,39.99000168,13,1.405688,2.659045694,263.9519517,1012A,39.9279,116.225,8.45
81,2019/3/29,0.586464,-2.77228,497.3248291,293.2866516,0.2652,96.20488281,0.817600795,416,20.28000069,12,0.000855,1.596109163,70.41660892,2540A,30.0874,103.8416,43.39130435
82,2019/5/22,0.240284,-2.075107,903.9331055,283.4916992,0.3619,69.90817969,0.780553763,3113,3.130000114,11,0.833516,2.769539318,250.6970393,2671A,36.9639,100.9048,20.875
83,2019/11/21,0.515406,-0.78566,222.9331207,279.9628296,0.3864,95.21136719,0.786342337,460,24.39999962,11,0.978619,1.451558498,177.5062809,1471A,34.3731,109.2186,117.5652174
84,2019/9/29,0.773219,-0.644976,429.0320129,297.4604797,0.3524,100.3001563,0.820814296,78,26.25,13,7.41571,1.582441759,200.1241916,1029A,38.0513,114.4548,28.63636364
85,2019/11/10,0.128534669,-0.695071,427.3964539,280.5555725,0.2126,89.94584375,0.765900443,929,38.84000015,13,0.702338,0.53886459,261.5693587,1728A,36.1939,113.0972,26
86,2019/12/31,0.120032,-0.0747,230.5505371,250.4344025,0.1123,91.31667969,0.661742467,567,36.70000076,13,0.0141,0.328055325,312.1234218,1744A,42.2814,118.9233,22.58333333
87,2019/7/26,0.368735,-2.53149,746.3164063,300.7681885,0.7315,90.06058594,0.829400896,1111,1.580000043,9,3.717402,1.133057618,309.642891,1743A,37.85,113.5158,35.58333333
88,2019/9/14,0.2771795,-1.530112,320.2657471,289.6685791,0.28,88.76996875,0.808397827,1111,66.11000061,12,0.00542,0.826481897,319.9325732,2695A,41.1636,80.2828,22.59090909
89,2019/11/19,0.264273676,-0.233441,219.240097,276.7923584,0.2379,102.6320078,0.75756522,23,26.84000015,13,4.806112,0.794257229,150.4738272,1622A,37.4664,116.3061,64.54166667
90,2019/12/15,0.5650555,-0.361229,187.0479584,285.960083,0.5017,99.80953906,0.803767439,100,1.210000038,13,0.112726,2.216569514,329.0098902,1225A,29.635,119.026,61.375
91,2019/4/16,0.831523,-1.484291,799.3577881,287.0469666,0.1856,99.82838281,0.789032331,33,29.89999962,13,0.79608,4.123375854,270.2928068,1751A,41.0971,122.9642,58.125
92,2019/6/3,0.633836,-4.223541,466.6210632,300.6731873,0.0729,99.37779688,0.847366595,44,20.70000076,12,1.04523,1.096858628,337.3370295,2508A,23.1036,109.5683,31
93,2019/9/20,0.250912338,-1.513979,607.274353,298.4736633,0.382,100.0364844,0.816868373,90,10.97999954,11,0.000127,1.204449211,150.38489,2371A,27.8036,114.3442,22.89473684
94,2019/6/8,0.362358,-3.397836,544.5487061,296.6766357,0.4531,100.5186953,0.831198992,3,47.04999924,13,0,2.587422453,322.7946105,1216A,33.3942,120.156,24.16666667
95,2019/11/20,0.2161425,-0.721105,342.9868469,286.6852417,0.4006,100.1698984,0.78951634,123,1.669999957,9,0,2.082098292,147.7833293,2362A,25.9118,114.9064,25.04166667
96,2019/9/29,0.598307,-1.629749,545.3341064,297.8190308,0.395,101.4424063,0.81623727,10,33.09000015,13,10.464649,2.161074348,199.6622543,1630A,37.393,117.9776,57
97,2019/9/27,0.534537,-1.375706,548.2636719,298.8405151,0.3865,101.0052891,0.818614938,75,42.88999939,12,0.000324,0.837571309,246.689313,1508A,27.8614,112.9433,42.04347826
98,2019/11/29,0.326829,-0.52232,560.2047119,281.6544495,0.2461,102.7909297,0.785893903,21,38.22000122,13,0.000462,1.319658783,114.3041956,1276A,31.8585,117.336,18.625
99,2019/5/23,0.372075324,-1.464863,717.9733276,301.2663574,0.3159,98.271125,0.804215611,169,11.68999958,12,0.555245,4.66512921,295.4303253,1641A,35.0992,117.4518,36.83333333
100,2019/3/12,0.033487,-0.87928,833.0852661,273.4655762,0.1593,100.5802031,0.747241124,115,6.170000076,12,0.000306,1.043562368,248.6372466,2019A,39.617,122.011,8.25
101,2019/7/25,0.3445935,-4.403385,496.6904602,301.2398071,0.3473,95.20107031,0.849453038,164,29.27000046,11,7.649404,2.653188833,234.095227,1859A,29.1242,110.4697,10.41666667
102,2019/7/14,0.767753,-1.481044,685.2490234,304.9214783,0.3734,99.28521094,0.833940081,97,44.38999939,13,0.10372,3.634771935,331.0895421,1316A,34.7622,113.6844,31.375
103,2019/3/19,0.396065,-0.882934,839.9315186,291.2771301,0.1951,99.973875,0.805800345,53,27.70000076,13,0.000501,1.196816171,50.02953954,1720A,35.27,115.455,46.625
104,2019/5/21,0.2853785,-2.271803,1434.325562,293.1670227,0.5958,100.0116484,0.779490444,2,0.870000005,13,0.0129,4.10237153,216.6435056,1606A,41.1042,121.835,12.04166667
105,2019/5/17,0.5568565,-1.876499,519.0269775,296.5274963,0.243,93.42739063,0.819185355,403,67.01000214,13,0.363247,2.353647623,326.200173,1466A,34.2713,108.954,39.43478261
106,2019/9/29,0.476233,-1.797395,415.5788879,298.3432922,0.2797,101.4448203,0.820873326,3,42.90999985,13,3.530832,3.687439079,215.0636551,1024A,38.8394,117.457,48.18181818
107,2019/3/12,0.224250394,-2.600329,497.8013916,282.939209,0.2033,101.5652422,0.78730617,18,32.31999969,13,0.000306,1.326998843,354.4907658,2298A,32.3153,118.3094,50.08333333
108,2019/11/13,0.198378,-0.593178,675.3982544,284.2546082,0.2363,101.7232109,0.765778373,68,36.27999878,13,0,0.940498231,74.59285812,3147A,34.8097,114.3442,12.25
109,2019/5/24,0.2913,-2.927193,595.6189575,300.0217285,0.2789,100.0567031,0.809749494,30,13.69999981,13,0.396032,1.649872909,326.6387809,1752A,41.0833,122.9481,34.91666667
110,2019/11/8,0.36418,-2.208195,596.5535889,294.4833374,0.4519,100.8877344,0.814642857,5,52.86000061,14,0.000249,1.335175882,87.66544747,1360A,22.5908,114.263,29.875
111,2019/9/2,0.2913,-2.093039,487.909729,298.5543518,0.5135,100.4420859,0.818474208,75,4.900000095,12,7.683025,0.65825354,59.94596648,1031A,38.1398,114.5019,25.54166667
112,2019/10/20,0.809659,-0.863799,443.9959106,287.6731262,0.2078,100.6189688,0.786282261,15,38.56999969,13,0.066,3.286663332,221.8225517,1608A,40.7514,120.8392,135.875
113,2019/5/19,0.415196,-1.92246,1669.573975,284.9338379,0.5894,93.76564844,0.7795561,391,4.559999943,11,0.00674,2.038727388,200.0984169,1063A,40.9843,117.9525,21.875
114,2019/8/29,0.14667875,-2.924407,768.0358887,296.8187866,0.2837,100.9471797,0.815766427,3,36.65999985,13,0.0146,0.857799178,209.2896041,2859A,38.9846,117.3747,6.35
115,2019/11/16,0.36440775,-0.613842,253.6154022,291.1144104,0.2255,101.3884844,0.805162441,9,33.65999985,13,0.193895,2.346779548,319.1239213,3164A,32.3942,119.4686,64.75
116,2019/9/8,0.594359352,-3.775829,311.5853271,302.5564575,0.5271,98.94234375,0.852014858,70,12.44999981,10,0.438511,0.406297638,191.5353868,1669A,24.769519,113.586606,34.875
117,2019/2/4,0.457102,-1.097844,395.7947083,280.8309021,0.2123,95.89654688,0.779615391,460,32.06000137,12,0.00683,2.027868855,323.7599713,1879A,31.4539,104.7536,58.54166667
118,2019/5/30,0.284923,-3.27713,1030.926392,297.4396362,0.3802,84.79449219,0.82165911,1200,14.32999992,10,0.000515,0.901853748,95.47036303,1888A,26.57098,101.68912,20.16666667
119,2019/11/15,0.207791662,-0.394355,353.3475342,277.9797974,0.2045,101.7173672,0.771889474,35,42.70000076,13,0.544776,2.0192036,253.3928095,1037A,39.643,118.144,36.29166667
120,2019/11/16,0.372986324,-0.511463,199.094574,293.5076294,0.3169,100.1548984,0.811986258,44,17.85000038,13,0.0895,3.245994316,77.89362403,1292A,28.7442,115.813,54.52173913
121,2019/7/30,0.46439,-4.381435,454.8253784,302.7524719,0.4946,97.76416406,0.851007429,227,23.32999992,11,0.109644,0.412120241,290.327536,2463A,27.2317,111.4733,15.83333333
122,2019/9/2,0.278546,-2.810078,458.1545105,297.7898865,0.3403,100.6973828,0.832894549,55,26.43000031,13,1.113954,1.005782187,200.2039961,1771A,41.1386,121.1303,29.66666667
123,2019/6/29,0.236032662,-0.150959,1435.57959,305.7771606,0.3714,98.57039844,0.80593192,63,7.230000019,12,0.0312,1.433463009,338.4949787,1079A,37.0964,114.5331,36.91666667
124,2019/5/23,0.115173331,-2.496435,619.0280151,299.7597656,0.2979,99.76425,0.820961304,82,28.46999931,13,2.01122,3.759240891,160.0948744,2434A,32.1142,112.1825,33
125,2019/2/1,0.3737455,-0.924968,292.426239,281.037323,0.3153,79.79071094,0.792641514,1788,68.93000031,11,4.99934,0.675850554,242.8856975,2579A,26.5894,104.8475,38.08333333
126,2019/11/25,0.075393,-0.173526,103.553627,270.6672974,0.1229,84.86185156,0.736877093,1588,43.47999954,11,0.267953,0.960338106,20.82299237,2205A,38.843,105.6975,31.63636364
127,2019/12/19,0.451636,-0.461425,203.3980408,274.6263733,0.3467,97.54059375,0.768826555,375,22.59000015,11,0.154991,0.818328756,308.4506609,1472A,34.378,108.869,83.68421053
128,2019/6/12,0.493542,-3.624484,599.6568604,293.6476135,0.5351,97.74259375,0.821666957,157,5.099999905,10,0.93812,1.57004084,144.6163395,1761A,41.3283,123.8436,17.16666667
129,2019/11/20,0.2607815,-0.732971,512.0988159,285.4830933,0.4128,102.8251953,0.796917289,3,21.87999916,11,0.00356,1.329136477,128.8203619,1996A,31.422,121.14,21.875
130,2019/6/3,0.160116,-2.861346,292.9752197,299.3273926,0.305,99.16892188,0.848151855,77,10.42000008,11,6.937743,1.241852741,302.686638,1670A,24.81119444,113.5593889,16.85
131,2019/1/27,0.233907,-1.01724,365.8953857,278.3191833,0.1756,102.6328281,0.782569493,7,17.32999992,13,0.000205,2.04836743,161.7955956,1141A,31.238,121.4,15.41666667
132,2019/11/28,0.598307,-0.680807,359.2877197,276.9559937,0.2947,102.9310156,0.772158901,40,17.76000023,12,0,0.267939984,84.80764643,2309A,31.7797,116.5068,36.69565217
133,2019/4/3,0.058084,-0.806879,634.6486816,280.9683228,0.1555,98.94336719,0.766356811,171,33.04000092,13,0.000107,0.700703849,298.8263179,2225A,43.1594,124.3711,36.13043478
134,2019/10/17,0.585553,-0.842874,510.5079041,290.3772278,0.4232,102.1628594,0.8071875,18,24.43000031,13,0.123168,0.404692852,357.2922068,1272A,31.8706,117.259,38.45833333
135,2019/9/27,0.668454,-1.43701,490.0241089,289.2926025,0.3941,90.67991406,0.806491351,939,28.62999916,12,0.132696,1.068242815,73.19198836,1727A,36.1542,113.1097,30.7826087
136,2019/11/20,0.438882,-0.719909,244.6847534,281.9514465,0.2171,102.8493984,0.777073277,4,41.70000076,11,8.569072,3.837623598,203.3159137,1666A,37.4314,118.6672,78.81818182
137,2019/11/20,0.20931,-0.0443,228.0389099,265.2354431,0.2482,98.44044531,0.715595441,297,47.11999893,10,0.966253,1.996152445,345.5780261,2201A,46.0756,121.9462,20.66666667
138,2019/4/3,0.305876,-1.612918,476.2997131,283.8926392,0.2461,102.1372813,0.786628418,5,37.90999985,13,0.000107,1.22931181,31.17775949,1173A,34.5885,119.176,14.31818182
139,2019/4/13,1.32984,-1.549859,429.691925,285.6160889,0.1658,101.089875,0.80234593,23,11.90999985,13,0.00121,1.698525629,228.4213615,3057A,37.4014,121.5992,40.70833333
140,2019/9/24,0.392117324,-3.8168,437.3071594,298.3422241,0.2883,100.5405234,0.828466884,47,13.57999992,12,0.000124,1.097799505,283.5618007,2506A,23.0672,109.6042,50.95454545
141,2019/12/3,0.207488,-1.095046,513.7681274,286.1283569,0.3107,101.0788438,0.780745152,91,23.12000084,13,0.00433,1.366300446,312.1218159,2520A,23.7369,109.2317,33.18181818
142,2019/4/12,1.234185,-0.889571,496.6307678,289.3086548,0.2584,99.98180469,0.806262294,96,25.43000031,13,0.000608,4.208204648,336.9815526,1321A,34.719,113.734,79.75
143,2019/11/23,0.211435662,-0.416197,249.0247345,293.4375,0.3328,101.0225391,0.81937439,44,13.56999969,12,0.000497,3.872942887,77.17910534,2358A,28.2642,117.0564,49.45833333
144,2019/9/18,0.815125,-2.421616,918.526123,299.1617432,0.4814,98.40130469,0.830298549,154,11.69999981,10,0.00095,0.694153641,277.4561016,1865A,25.2178,110.2869,44.86363636
145,2019/8/17,0.140985,-3.991454,613.2241211,297.1385803,0.3207,100.4398125,0.829575631,4,39.31000137,11,1.136526,0.147202265,27.04138164,1666A,37.4314,118.6672,14.75
